"OEM","Slice","GroundTruth","ExpectedCategory","ExpectedSystem","GoodTokens","CorrectClass","FailReason","Total","FirstDesc","FirstBrand","FirstCategory","AftermarketCount","OEMNumbersCount","HasSupersession","ReplTotal","ElapsedS","IsTimeout"
"36310-D3613","plausible_hk","not_hk_format","Starter & Charging","Electrical","","FP","WRONG-PART: expected '' but got 'Brake Disc for Hyundai Tucson (2015-2020)'","1","Brake Disc for Hyundai Tucson (2015-2020)","Hyundai","Brakes / Brake Disc","0","0","False","0","4.24","False"
"96194-2E952","plausible_hk","not_hk_format","Battery","Electrical","","FP","WRONG-PART: expected '' but got 'Brake Light Switch for Hyundai Tucson (2004-2010)'","1","Brake Light Switch for Hyundai Tucson (2004-2010)","Hyundai","/ Brake Light Switch","0","0","False","0","4.15","False"
"58220-C5042","plausible_hk","not_hk_format","Front Brake Caliper","Brakes","","FP","WRONG-PART: expected '' but got 'Wheel Brake Cylinder for Hyundai Santa Fe (2018+)'","1","Wheel Brake Cylinder for Hyundai Santa Fe (2018+)","Hyundai","/ Wheel Brake Cylinder","0","0","False","0","5.16","False"
"61076-D9602","plausible_hk","not_hk_format","Sub-Frame","Body","","FP","WRONG-PART: expected '' but got 'Conrod Bearing Set for Kia Sportage (2015-2021)'","1","Conrod Bearing Set for Kia Sportage (2015-2021)","Kia","/ Conrod Bearing Set","0","0","False","0","4.21","False"
"87610-H9660","real_hk_seeded","exists","Exterior Mirror","Body","exterior,mirror","FP","WRONG-PART: expected 'exterior,mirror' but got 'Outside Mirror'","1","Outside Mirror","Hyundai / KIA","/ Outside Mirror","0","0","False","0","3.97","False"
"92102-DW000","real_hk_seeded","exists","Headlight - Front Right","Electrical","headlight,front,right","FP","WRONG-PART: expected 'headlight,front,right' but got 'Headlight'","1","Headlight","Hyundai / KIA","Electrical / Headlight Assembly","0","0","False","0","6.6","False"
"82460-3T110","real_hk_seeded","exists","Power Window Motor - Front","Body","power,window,motor,front","TP","correct-but-poor: only 0 replacements (AM=0 OEMxRef=0 sup=False)","1","Electric Motor, window regulator","Hyundai / KIA"," / Electric Motor, window regulator","0","0","False","0","13.04","False"
"97134-AT010","real_hk_seeded","exists","Cabin Air Filter","HVAC","cabin,air,filter","TP","correct-but-poor: only 0 replacements (AM=0 OEMxRef=0 sup=False)","2","Filter, interior air (Front Right)","Hyundai / KIA","HVAC / Cabin Air Filter","0","0","False","0","3.29","False"
"31038-M6500","real_hk_coarse","exists","Front Differential","Drivetrain","front,differential","FN","no results","0","","","","0","0","False","0","3.34","False"
"79380-J5000","real_hk_unseeded","exists","Unknown","Unknown","","FN","no results","0","","","","0","0","False","0","0.65","False"
"87610-AT400","real_hk_seeded","exists","Exterior Mirror","Body","exterior,mirror","FP","WRONG-PART: expected 'exterior,mirror' but got 'Outside Mirror'","1","Outside Mirror","Hyundai / KIA","/ Outside Mirror","0","0","False","0","3.99","False"
"39350-08200","real_hk_seeded","exists","MAF Sensor","Electrical","maf,sensor","FP","WRONG-PART: expected 'maf,sensor' but got 'Sensor, camshaft position'","2","Sensor, camshaft position","Hyundai / KIA"," / Sensor, camshaft position","0","0","False","0","3.03","False"
"39210-2T060","real_hk_seeded","exists","Oxygen Sensor","Electrical","oxygen,sensor","FP","WRONG-PART: expected 'oxygen,sensor' but got 'Lambda Sensor for Kia Optima (2010-2015)'","1","Lambda Sensor for Kia Optima (2010-2015)","Kia","Electrical / Oxygen Sensor","0","0","False","0","11.97","False"
"87610-F6130","real_hk_seeded","exists","Exterior Mirror","Body","exterior,mirror","FP","WRONG-PART: expected 'exterior,mirror' but got 'Outside Mirror'","1","Outside Mirror","Hyundai / KIA","/ Outside Mirror","0","0","False","0","4.75","False"
"92401-R0010","real_hk_seeded","exists","Tail Light - Rear Left","Electrical","tail,light,rear,left","TP","correct-but-poor: only 0 replacements (AM=0 OEMxRef=0 sup=False)","1","Combination Rearlight (Front Right)","Hyundai / KIA","/ Combination Rearlight","0","0","False","0","4.37","False"
"54630-3V01B","real_hk_coarse","exists","Shock Absorber (Front)","Suspension","shock,absorber,(front)","FP","WRONG-PART: expected 'shock,absorber,(front)' but got 'SPRING - FR'","2","SPRING - FR","Hyundai / KIA","Suspension / Shock Absorber (Front)","0","0","False","0","2.34","False"
"09149-J5200","real_hk_unseeded","exists","Unknown","Unknown","","FN","no results","0","","","","0","0","False","0","0.58","False"
"87610-R5061","real_hk_seeded","exists","Exterior Mirror","Body","exterior,mirror","FP","WRONG-PART: expected 'exterior,mirror' but got 'Outside Mirror'","1","Outside Mirror","Hyundai / KIA","/ Outside Mirror","0","0","False","0","4.23","False"
"28113-J5350","real_hk_seeded","exists","Air Filter","Engine","air,filter","TP","correct-but-poor: only 0 replacements (AM=0 OEMxRef=0 sup=False)","10","Air Filter","Hyundai / KIA","Engine / Air Filter","0","0","False","0","10.77","False"
"58302-GIA00","real_hk_seeded","exists","Brake Pad Set - Rear","Brakes","brake,pad,set,rear","TP","correct-but-poor: only 0 replacements (AM=0 OEMxRef=0 sup=False)","2","PAD KIT - REAR DISC BRAKE","Hyundai / KIA","Brakes / Rear Brake / Drum","0","0","False","0","6.15","False"
"87610-P4051","real_hk_seeded","exists","Exterior Mirror","Body","exterior,mirror","FN","HTTP 0","0","","","","0","0","False","0","0.4","False"
"45637-4G425","real_hk_coarse","exists","Manual Transmission","Transmission","manual,transmission","FP","WRONG-PART: expected 'manual,transmission' but got 'PLATE - LOW &amp; REVERSE BRAKE'","1","PLATE - LOW &amp; REVERSE BRAKE","Hyundai / KIA","Transmission / Manual Transmission","0","0","False","0","3.28","False"
"99147-K0500","real_hk_unseeded","exists","Unknown","Unknown","","FN","no results","0","","","","0","0","False","0","0.7","False"
"58101-GIA00","real_hk_seeded","exists","Brake Pad Set - Front","Brakes","brake,pad,set,front","TP","correct-but-poor: only 0 replacements (AM=0 OEMxRef=0 sup=False)","2","PAD KIT - FRONT DISC BRAKE","Hyundai / KIA","Brakes / Front Brake Pad / Disc","0","0","False","0","3.17","False"
"87610-R0580","real_hk_seeded","exists","Exterior Mirror","Body","exterior,mirror","FP","WRONG-PART: expected 'exterior,mirror' but got 'Outside Mirror'","1","Outside Mirror","Hyundai / KIA","/ Outside Mirror","0","0","False","0","14.95","True"
"92101-DW100","real_hk_seeded","exists","Headlight - Front Left","Electrical","headlight,front,left","FP","WRONG-PART: expected 'headlight,front,left' but got 'Headlight'","1","Headlight","Hyundai / KIA","Electrical / Headlight Assembly","0","0","False","0","3.97","False"
"39350-3N900","real_hk_seeded","exists","MAF Sensor","Electrical","maf,sensor","FN","HTTP 0","0","","","","0","0","False","0","1.35","False"
"92102-P1181","real_hk_seeded","exists","Headlight - Front Right","Electrical","headlight,front,right","FP","WRONG-PART: expected 'headlight,front,right' but got 'Headlight for Kia Sportage (2021+)'","1","Headlight for Kia Sportage (2021+)","Kia","Electrical / Headlight Assembly","0","0","False","0","5.42","False"
"92402-H9000","real_hk_seeded","exists","Tail Light - Rear Right","Electrical","tail,light,rear,right","FN","HTTP 0","0","","","","0","0","False","0","0.1","False"
"82655-P2000","real_hk_coarse","exists","Glass / Windshield","Body","glass,windshield","FP","WRONG-PART: expected 'glass,windshield' but got 'BASE ASSY - FR DR O/S HANDLE LH'","1","BASE ASSY - FR DR O/S HANDLE LH","Hyundai / KIA","Body / Glass / Windshield","0","0","False","0","2.25","False"
"77980-P2000","real_hk_unseeded","exists","Unknown","Unknown","","FN","no results","0","","","","0","0","False","0","0.49","False"
"54650-M7730","real_hk_seeded","exists","Shock Absorber - Front","Suspension","shock,absorber,front","TP","correct-but-poor: only 0 replacements (AM=0 OEMxRef=0 sup=False)","1","Shock Absorber","Hyundai / KIA","Suspension / Shock Absorber / Strut","0","0","False","0","5.44","False"
"92401-Q5510","real_hk_seeded","exists","Tail Light - Rear Left","Electrical","tail,light,rear,left","FN","HTTP 0","0","","","","0","0","False","0","0.1","False"
"89150-CH100","real_hk_coarse","exists","Air Bag System","Safety","air,bag,system","FP","WRONG-PART: expected 'air,bag,system' but got 'Piston Ring Kit'","1","Piston Ring Kit","Hyundai / KIA","/ Piston Ring Kit","0","0","False","0","3.17","False"
"99230-R0050","real_hk_unseeded","exists","Unknown","Unknown","","FN","no results","0","","","","0","0","False","0","0.71","False"
"51712-R5000","real_hk_seeded","exists","Brake Disc - Front","Brakes","brake,disc,front","TP","correct-but-poor: only 0 replacements (AM=0 OEMxRef=0 sup=False)","2","Brake Disc","Hyundai / KIA","Brakes / Brake Disc","0","0","False","0","3.39","False"
"97133-C0000","real_hk_seeded","exists","Cabin Air Filter","HVAC","cabin,air,filter","FN","HTTP 0","0","","","","0","0","False","0","0.06","False"
"21310-3CJA2","real_hk_coarse","exists","Crankshaft & Bearings","Engine","crankshaft,bearings","FP","WRONG-PART: expected 'crankshaft,bearings' but got 'PUMP ASSY - OIL'","2","PUMP ASSY - OIL","Hyundai / KIA","Engine / Crankshaft & Bearings","1","0","False","1","2.25","False"
"05203-AT300","real_hk_unseeded","exists","Unknown","Unknown","","FN","no results","0","","","","0","0","False","0","0.71","False"
"58411-J5250","real_hk_seeded","exists","Brake Disc - Rear","Brakes","brake,disc,rear","TP","correct-but-poor: only 2 replacements (AM=1 OEMxRef=1 sup=False)","11","Brake Disc","BLUE PRINT","","1","1","False","2","10.46","False"
"25310-P2100","real_hk_seeded","exists","Radiator","Cooling","radiator","FN","HTTP 0","0","","","","0","0","False","0","0.07","False"
"45230-4G102","real_hk_coarse","exists","Manual Transmission","Transmission","manual,transmission","FP","WRONG-PART: expected 'manual,transmission' but got 'Brake Pad Set, disc brake'","2","Brake Pad Set, disc brake","Hyundai / KIA","Brakes / Brake Pad Set","0","0","False","0","3.15","False"
"07100-J2B20","real_hk_unseeded","exists","Unknown","Unknown","","FN","no results","0","","","","0","0","False","0","0.85","False"
"92401-P1020","real_hk_seeded","exists","Tail Light - Rear Left","Electrical","tail,light,rear,left","TP","correct-but-poor: only 0 replacements (AM=0 OEMxRef=0 sup=False)","1","Combination Rearlight (Front Left) for Kia Sportage (2021+)","Kia","/ Combination Rearlight","0","0","False","0","8.66","False"
"92101-R0520","real_hk_seeded","exists","Headlight - Front Left","Electrical","headlight,front,left","FP","WRONG-PART: expected 'headlight,front,left' but got 'Headlight'","1","Headlight","Hyundai / KIA","Electrical / Headlight Assembly","0","0","False","0","14.12","True"
"25620-2GGB0","real_hk_seeded","exists","Thermostat","Cooling","thermostat","FN","HTTP 0","0","","","","0","0","False","0","0.1","False"
"21020-3N521","real_hk_coarse","exists","Engine Block & Internals","Engine","engine,block,internals","FP","WRONG-PART: expected 'engine,block,internals' but got 'Crankshaft Bearing Set'","2","Crankshaft Bearing Set","Hyundai / KIA","/ Crankshaft Bearing Set","0","0","False","0","2.21","False"
"77990-AT000","real_hk_unseeded","exists","Unknown","Unknown","","FN","no results","0","","","","0","0","False","0","0.56","False"
"54650-P1830","real_hk_seeded","exists","Shock Absorber - Front","Suspension","shock,absorber,front","TP","correct-but-poor: only 0 replacements (AM=0 OEMxRef=0 sup=False)","1","Shock Absorber for Kia Sportage (2021+)","Kia","Suspension / Shock Absorber / Strut","0","0","False","0","10.27","False"
"87610-R5111","real_hk_seeded","exists","Exterior Mirror","Body","exterior,mirror","FN","HTTP 0","0","","","","0","0","False","0","0.07","False"
"28710-P1340","real_hk_coarse","exists","Exhaust Manifold","Exhaust","exhaust,manifold","FP","WRONG-PART: expected 'exhaust,manifold' but got 'End Silencer for Kia Sportage (2021+)'","1","End Silencer for Kia Sportage (2021+)","Kia","/ End Silencer","0","0","False","0","4.11","False"
"80410-R5000","real_hk_unseeded","exists","Unknown","Unknown","","FN","no results","0","","","","0","0","False","0","0.75","False"
"97134-R5000","real_hk_seeded","exists","Cabin Air Filter","HVAC","cabin,air,filter","FN","HTTP 0","0","","","","0","0","False","0","0.08","False"
"97113-L1100","real_hk_coarse","exists","Compressor A/C","HVAC","compressor","FP","WRONG-PART: expected 'compressor' but got 'MOTOR &amp; FAN ASSY - A/C BLOWER'","2","MOTOR &amp; FAN ASSY - A/C BLOWER","Hyundai / KIA","HVAC / Compressor A/C","0","0","False","0","2.24","False"
"99155-L3000","real_hk_unseeded","exists","Unknown","Unknown","","FN","no results","0","","","","0","0","False","0","0.54","False"
"92101-M7500","real_hk_seeded","exists","Headlight - Front Left","Electrical","headlight,front,left","FP","WRONG-PART: expected 'headlight,front,left' but got 'Headlight (Rear)'","1","Headlight (Rear)","Hyundai / KIA","Electrical / Headlight Assembly","0","0","False","0","5.02","False"
"39210-3L000","real_hk_seeded","exists","Oxygen Sensor","Electrical","oxygen,sensor","FN","HTTP 0","0","","","","0","0","False","0","0.19","False"
"93581-F6060","real_hk_coarse","exists","Lighting - Interior","Electrical","lighting,interior","FP","WRONG-PART: expected 'lighting,interior' but got 'UNIT ASSY - POWER WINDOW SUB'","1","UNIT ASSY - POWER WINDOW SUB","Hyundai / KIA","Electrical / Lighting - Interior","0","0","False","0","2.24","False"
"09430-C1170","real_hk_unseeded","exists","Unknown","Unknown","","FN","no results","0","","","","0","0","False","0","0.51","False"
"54660-D4580","real_hk_seeded","exists","Shock Absorber - Front","Suspension","shock,absorber,front","TP","correct-but-poor: only 0 replacements (AM=0 OEMxRef=0 sup=False)","2","Shock Absorber","Hyundai / KIA","Suspension / Shock Absorber / Strut","0","0","False","0","12.21","False"
"25100-2MHA0","real_hk_seeded","exists","Water Pump","Cooling","water,pump","FN","HTTP 0","0","","","","0","0","False","0","0.15","False"
"64575-H8000","real_hk_coarse","exists","Front Body / Hood","Body","front,body,hood","FP","WRONG-PART: expected 'front,body,hood' but got 'BRACKET ASSY - FENDER'","1","BRACKET ASSY - FENDER","Hyundai / KIA","Body / Front Body / Hood","0","0","False","0","2.21","False"
"99240-S9600","real_hk_unseeded","exists","Unknown","Unknown","","FN","no results","0","","","","0","0","False","0","0.52","False"
"92102-P1191","real_hk_seeded","exists","Headlight - Front Right","Electrical","headlight,front,right","FP","WRONG-PART: expected 'headlight,front,right' but got 'Headlight for Kia Sportage (2021+)'","1","Headlight for Kia Sportage (2021+)","Kia","Electrical / Headlight Assembly","0","0","False","0","4.78","False"
"92101-P4000","real_hk_seeded","exists","Headlight - Front Left","Electrical","headlight,front,left","FP","WRONG-PART: expected 'headlight,front,left' but got 'Headlight'","1","Headlight","Hyundai / KIA","Electrical / Headlight Assembly","0","0","False","0","4.37","False"
"58101-P2A01","real_hk_seeded","exists","Brake Pad Set - Front","Brakes","brake,pad,set,front","TP","correct-but-poor: only 0 replacements (AM=0 OEMxRef=0 sup=False)","2","Brake Pad Set, disc brake","Hyundai / KIA","Brakes / Brake Pad Set","0","0","False","0","3.22","False"
"83550-R0000","real_hk_coarse","exists","Sunroof","Body","sunroof","FP","WRONG-PART: expected 'sunroof' but got 'CHANNEL ASSY - REAR DOOR REAR,LH'","1","CHANNEL ASSY - REAR DOOR REAR,LH","Hyundai / KIA","Body / Sunroof","0","0","False","0","2.25","False"
"09533-C1120","real_hk_unseeded","exists","Unknown","Unknown","","FN","no results","0","","","","0","0","False","0","0.84","False"
"92102-P1080","real_hk_seeded","exists","Headlight - Front Right","Electrical","headlight,front,right","FP","WRONG-PART: expected 'headlight,front,right' but got 'Headlight for Kia Sportage (2021+)'","1","Headlight for Kia Sportage (2021+)","Kia","Electrical / Headlight Assembly","0","0","False","0","4.86","False"
"28113-J5100","real_hk_seeded","exists","Air Filter","Engine","air,filter","TP","correct-but-poor: only 0 replacements (AM=0 OEMxRef=0 sup=False)","7","Air Filter","Hyundai / KIA","Engine / Air Filter","0","0","False","0","11.04","False"
"26300-2M805","real_hk_seeded","exists","Oil Filter","Engine","oil,filter","TP","correct-but-poor: only 0 replacements (AM=0 OEMxRef=0 sup=False)","2","Oil Filter","Hyundai / KIA","Engine / Oil Filter","0","0","False","0","3.26","False"
"32450-08050","real_hk_coarse","exists","Front Drive Shaft","Drivetrain","front,drive,shaft","FP","WRONG-PART: expected 'front,drive,shaft' but got 'Ignition Switch Key'","1","Ignition Switch Key","Hyundai / KIA","Engine / Ignition Switch","0","0","False","0","3.27","False"
"14160-05273","real_hk_unseeded","exists","Unknown","Unknown","","FN","no results","0","","","","0","0","False","0","0.83","False"
"92102-G5220","real_hk_seeded","exists","Headlight - Front Right","Electrical","headlight,front,right","FP","WRONG-PART: expected 'headlight,front,right' but got 'Headlight'","1","Headlight","Hyundai / KIA","Electrical / Headlight Assembly","0","0","False","0","4.81","False"
"87610-R5081","real_hk_seeded","exists","Exterior Mirror","Body","exterior,mirror","FP","WRONG-PART: expected 'exterior,mirror' but got 'Outside Mirror'","1","Outside Mirror","Hyundai / KIA","/ Outside Mirror","0","0","False","0","4.31","False"
"26300-2M000","real_hk_seeded","exists","Oil Filter","Engine","oil,filter","TP","correct-but-poor: only 0 replacements (AM=0 OEMxRef=0 sup=False)","2","Oil Filter","Hyundai / KIA","Engine / Oil Filter","0","0","False","0","3.21","False"
"86696-Q5700","real_hk_coarse","exists","Mirrors","Body","mirrors","FN","no results","0","","","","0","0","False","0","4.18","False"
"09430-G2300","real_hk_unseeded","exists","Unknown","Unknown","","FN","no results","0","","","","0","0","False","0","0.58","False"
"92101-2T500","real_hk_seeded","exists","Headlight - Front Left","Electrical","headlight,front,left","FP","WRONG-PART: expected 'headlight,front,left' but got 'Headlight (Rear) for Kia Optima (2010-2015)'","2","Headlight (Rear) for Kia Optima (2010-2015)","Kia","Electrical / Headlight Assembly","0","0","False","0","3.15","False"
"54650-Q5UC0","real_hk_seeded","exists","Shock Absorber - Front","Suspension","shock,absorber,front","TP","correct-but-poor: only 0 replacements (AM=0 OEMxRef=0 sup=False)","1","Shock Absorber","Hyundai / KIA","Suspension / Shock Absorber / Strut","0","0","False","0","3.57","False"
"92101-DW110","real_hk_seeded","exists","Headlight - Front Left","Electrical","headlight,front,left","FP","WRONG-PART: expected 'headlight,front,left' but got 'Headlight'","1","Headlight","Hyundai / KIA","Electrical / Headlight Assembly","0","0","False","0","5.39","False"
"92101-R0620","real_hk_seeded","exists","Headlight - Front Left","Electrical","headlight,front,left","FP","WRONG-PART: expected 'headlight,front,left' but got 'Headlight'","1","Headlight","Hyundai / KIA","Electrical / Headlight Assembly","0","0","False","0","3.18","False"
"26350-2T000","real_hk_seeded","exists","Oil Filter","Engine","oil,filter","TP","correct-but-poor: only 0 replacements (AM=0 OEMxRef=0 sup=False)","2","Engine Oil Filter (V6) for Kia Optima (2010-2015)","Kia","Engine / Oil Filter","0","0","False","0","2.57","False"
"92402-F6520","real_hk_seeded","exists","Tail Light - Rear Right","Electrical","tail,light,rear,right","TP","correct-but-poor: only 0 replacements (AM=0 OEMxRef=0 sup=False)","1","Combination Rearlight","Hyundai / KIA","/ Combination Rearlight","0","0","False","0","4.67","False"
"85433-R0000","real_hk_coarse","exists","Seats","Interior","seats","FP","WRONG-PART: expected 'seats' but got 'BRACKET ASSY - ASSIST HANDLE RR'","1","BRACKET ASSY - ASSIST HANDLE RR","Hyundai / KIA","Interior / Seats","0","0","False","0","2.23","False"
"99910-F6000","real_hk_unseeded","exists","Unknown","Unknown","","FN","no results","0","","","","0","0","False","0","0.49","False"
"46700-H9110","real_hk_coarse","exists","Auto Transmission Control","Transmission","auto,transmission,control","FP","WRONG-PART: expected 'auto,transmission,control' but got 'LEVER ASSY - ATM'","1","LEVER ASSY - ATM","Hyundai / KIA","Transmission / Auto Transmission Control","0","0","False","0","3.29","False"
"14331-08160","real_hk_unseeded","exists","Unknown","Unknown","","FN","no results","0","","","","0","0","False","0","0.54","False"
"39210-08HB0","real_hk_seeded","exists","Oxygen Sensor","Electrical","oxygen,sensor","FP","WRONG-PART: expected 'oxygen,sensor' but got 'Lambda Sensor'","2","Lambda Sensor","Hyundai / KIA","Electrical / Oxygen Sensor","0","0","False","0","3.44","False"
"87610-H9790","real_hk_seeded","exists","Exterior Mirror","Body","exterior,mirror","FP","WRONG-PART: expected 'exterior,mirror' but got 'Outside Mirror'","1","Outside Mirror","Hyundai / KIA","/ Outside Mirror","0","0","False","0","4.2","False"
"87610-Q5840","real_hk_seeded","exists","Exterior Mirror","Body","exterior,mirror","FP","WRONG-PART: expected 'exterior,mirror' but got 'Outside Mirror'","1","Outside Mirror","Hyundai / KIA","/ Outside Mirror","0","0","False","0","4.21","False"
"81676-P1000","real_hk_coarse","exists","Weatherstrip & Seal","Body","weatherstrip,seal","FN","no results","0","","","","0","0","False","0","5.1","False"
"99216-CG000","real_hk_unseeded","exists","Unknown","Unknown","","FN","no results","0","","","","0","0","False","0","0.79","False"
"58101-P0A10","real_hk_seeded","exists","Brake Pad Set - Front","Brakes","brake,pad,set,front","TP","correct-but-poor: only 0 replacements (AM=0 OEMxRef=0 sup=False)","1","Brake Pad Set, disc brake","Hyundai / KIA","Brakes / Brake Pad Set","0","0","False","0","3.37","False"
"87610-AT360","real_hk_seeded","exists","Exterior Mirror","Body","exterior,mirror","FP","WRONG-PART: expected 'exterior,mirror' but got 'Outside Mirror'","1","Outside Mirror","Hyundai / KIA","/ Outside Mirror","0","0","False","0","5.25","False"
"92101-Q5220","real_hk_seeded","exists","Headlight - Front Left","Electrical","headlight,front,left","FP","WRONG-PART: expected 'headlight,front,left' but got 'Headlight'","1","Headlight","Hyundai / KIA","Electrical / Headlight Assembly","0","0","False","0","3.2","False"
"91610-F6021","real_hk_coarse","exists","Wiring Harness","Electrical","wiring,harness","FP","WRONG-PART: expected 'wiring,harness' but got 'Wire Harness (engine bay)'","1","Wire Harness (engine bay)","Hyundai / KIA","Electrical / Wiring Harness","0","0","False","0","4.1","False"
"09501-C9120","real_hk_unseeded","exists","Unknown","Unknown","","FN","no results","0","","","","0","0","False","0","0.72","False"
"92402-S9600","real_hk_seeded","exists","Tail Light - Rear Right","Electrical","tail,light,rear,right","TP","correct-but-poor: only 0 replacements (AM=0 OEMxRef=0 sup=False)","1","Combination Rearlight (Passenger)","Hyundai / KIA","/ Combination Rearlight","0","0","False","0","4.61","False"
"97134-Q4000","real_hk_seeded","exists","Cabin Air Filter","HVAC","cabin,air,filter","FP","WRONG-PART: expected 'cabin,air,filter' but got 'CASE - HEATER,LH'","2","CASE - HEATER,LH","Hyundai / KIA","HVAC / Compressor A/C","0","0","False","0","3.46","False"
"86391-AO000","real_hk_coarse","exists","Mirrors","Body","mirrors","FP","WRONG-PART: expected 'mirrors' but got 'Trim/Protective Strip, door'","2","Trim/Protective Strip, door","Hyundai / KIA"," / Trim/Protective Strip, door","0","0","False","0","2.16","False"
"77111-P1000","real_hk_unseeded","exists","Unknown","Unknown","","FN","no results","0","","","","0","0","False","0","0.59","False"
"92402-H9200","real_hk_seeded","exists","Tail Light - Rear Right","Electrical","tail,light,rear,right","TP","correct-but-poor: only 0 replacements (AM=0 OEMxRef=0 sup=False)","1","Combination Rearlight","Hyundai / KIA","/ Combination Rearlight","0","0","False","0","3.58","False"
"92102-S9030","real_hk_seeded","exists","Headlight - Front Right","Electrical","headlight,front,right","TP","correct-but-poor: only 0 replacements (AM=0 OEMxRef=0 sup=False)","1","Headlight (Rear Right)","Hyundai / KIA","Electrical / Headlight Assembly","0","0","False","0","3.14","False"
"97134-N9000","real_hk_seeded","exists","Cabin Air Filter","HVAC","cabin,air,filter","FP","WRONG-PART: expected 'cabin,air,filter' but got 'CASE - HEATER,LH'","2","CASE - HEATER,LH","Hyundai / KIA","HVAC / Compressor A/C","0","0","False","0","2.17","False"
"62405-C5CB0","real_hk_coarse","exists","Front Structure","Body","front,structure","FP","WRONG-PART: expected 'front,structure' but got 'Support Frame/Engine Carrier for Hyundai Santa Fe (2018+)'","1","Support Frame/Engine Carrier for Hyundai Santa Fe (2018+)","Hyundai","/ Support Frame/Engine Carrier","0","0","False","0","3.1","False"
"12900-06180","real_hk_unseeded","exists","Unknown","Unknown","","FN","no results","0","","","","0","0","False","0","0.73","False"
"58101-N9A10","real_hk_seeded","exists","Brake Pad Set - Front","Brakes","brake,pad,set,front","TP","correct-but-poor: only 0 replacements (AM=0 OEMxRef=0 sup=False)","2","Brake Pad Set, disc brake for Hyundai Tucson (2020+)","Hyundai","Brakes / Brake Pad Set","0","0","False","0","2.27","False"
"92102-R0620","real_hk_seeded","exists","Headlight - Front Right","Electrical","headlight,front,right","FP","WRONG-PART: expected 'headlight,front,right' but got 'Headlight'","1","Headlight","Hyundai / KIA","Electrical / Headlight Assembly","0","0","False","0","4.43","False"
"18980-09920","real_hk_coarse","exists","Ignition System","Engine","ignition,system","FP","WRONG-PART: expected 'ignition,system' but got 'Fuse'","2","Fuse","Hyundai / KIA","/ Fuse","0","0","False","0","3.19","False"
"77990-K0000","real_hk_unseeded","exists","Unknown","Unknown","","FN","no results","0","","","","0","0","False","0","0.49","False"
"97134-P4200","real_hk_seeded","exists","Cabin Air Filter","HVAC","cabin,air,filter","FP","WRONG-PART: expected 'cabin,air,filter' but got 'CASE - HEATER,LH'","2","CASE - HEATER,LH","Hyundai / KIA","HVAC / Compressor A/C","0","0","False","0","2.22","False"
"92101-S9130","real_hk_seeded","exists","Headlight - Front Left","Electrical","headlight,front,left","FP","WRONG-PART: expected 'headlight,front,left' but got 'Headlight'","2","Headlight","Hyundai / KIA","Electrical / Headlight Assembly","0","0","False","0","2.55","False"
"97761-P2030","real_hk_coarse","exists","A/C Hose & Pipe","HVAC","hose,pipe","FP","WRONG-PART: expected 'hose,pipe' but got 'PIPE &amp; TUBE ASSY'","1","PIPE &amp; TUBE ASSY","Hyundai / KIA","HVAC / A/C Hose & Pipe","0","0","False","0","3.18","False"
"79220-H9000","real_hk_unseeded","exists","Unknown","Unknown","","FN","no results","0","","","","0","0","False","0","0.76","False"
"97134-AT310","real_hk_seeded","exists","Cabin Air Filter","HVAC","cabin,air,filter","TP","correct-but-poor: only 0 replacements (AM=0 OEMxRef=0 sup=False)","2","Filter, interior air","Hyundai / KIA","HVAC / Cabin Air Filter","0","0","False","0","3.18","False"
"26310-2S000","real_hk_seeded","exists","Oil Pan","Engine","oil,pan","FP","WRONG-PART: expected 'oil,pan' but got 'Brake Disc for Hyundai Tucson (2010-2015)'","2","Brake Disc for Hyundai Tucson (2010-2015)","Hyundai","Brakes / Brake Disc","0","0","False","0","2.21","False"
"84744-CV000","real_hk_coarse","exists","Interior Trim","Interior","interior,trim","FP","WRONG-PART: expected 'interior,trim' but got 'COVER - CTR FACIA BLANKING'","1","COVER - CTR FACIA BLANKING","Hyundai / KIA","Interior / Interior Trim","0","0","False","0","3.09","False"
"80310-R0000","real_hk_unseeded","exists","Unknown","Unknown","","FN","no results","0","","","","0","0","False","0","0.78","False"
"82460-P1010","real_hk_seeded","exists","Power Window Motor - Front","Body","power,window,motor,front","TP","correct-but-poor: only 0 replacements (AM=0 OEMxRef=0 sup=False)","2","MOTOR ASSY - FRONT POWER WDW,RH","Hyundai / KIA","Body / Glass / Windshield","0","0","False","0","3.31","False"
"54650-S9AA0","real_hk_seeded","exists","Shock Absorber - Front","Suspension","shock,absorber,front","TP","correct-but-poor: only 0 replacements (AM=0 OEMxRef=0 sup=False)","1","Shock Absorber","Hyundai / KIA","Suspension / Shock Absorber / Strut","0","0","False","0","4.22","False"
"92401-Q5610","real_hk_seeded","exists","Tail Light - Rear Left","Electrical","tail,light,rear,left","TP","correct-but-poor: only 0 replacements (AM=0 OEMxRef=0 sup=False)","1","Combination Rearlight","Hyundai / KIA","/ Combination Rearlight","0","0","False","0","4.19","False"
"97133-N9000","real_hk_seeded","exists","Cabin Air Filter","HVAC","cabin,air,filter","TP","correct-but-poor: only 0 replacements (AM=0 OEMxRef=0 sup=False)","2","Filter, interior air for Hyundai Tucson (2020+)","Hyundai","HVAC / Cabin Air Filter","0","0","False","0","2.24","False"
