"OEM","Slice","GroundTruth","ExpectedCategory","ExpectedSystem","GoodTokens","CorrectClass","FailReason","Total","FirstDesc","FirstBrand","FirstCategory","AftermarketCount","OEMNumbersCount","HasSupersession","ReplTotal","ElapsedS","IsTimeout"
"81820-CV010","real_hk_coarse","exists","Weatherstrip & Seal","Body","weatherstrip,seal","FP","WRONG-PART: expected 'weatherstrip,seal' but got 'HANDLE ASSY - TAIL GATE O/S'","1","HANDLE ASSY - TAIL GATE O/S","Hyundai / KIA","Body / Weatherstrip & Seal","0","0","False","0","2.29","False"
"20920-2TA00","real_hk_unseeded","exists","Unknown","Unknown","","FN","no results","0","","","","0","0","False","0","0.49","False"
"87610-M7040","real_hk_seeded","exists","Exterior Mirror","Body","exterior,mirror","FP","WRONG-PART: expected 'exterior,mirror' but got 'Outside Mirror (Rear Left)'","1","Outside Mirror (Rear Left)","Hyundai / KIA","/ Outside Mirror","0","0","False","0","3.92","False"
"82460-R0010","real_hk_seeded","exists","Power Window Motor - Front","Body","power,window,motor,front","TP","correct-but-poor: only 0 replacements (AM=0 OEMxRef=0 sup=False)","2","MOTOR ASSY - FRONT POWER WDW,RH","Hyundai / KIA","Body / Glass / Windshield","0","0","False","0","2.29","False"
"88450-L3030","real_hk_coarse","exists","Instrument Panel / Dashboard","Interior","instrument,panel,dashboard","FP","WRONG-PART: expected 'instrument,panel,dashboard' but got 'Condenser, air conditioning (Rear Right)'","1","Condenser, air conditioning (Rear Right)","Hyundai / KIA"," / Condenser, air conditioning","0","0","False","0","3.24","False"
"80620-S9500","real_hk_unseeded","exists","Unknown","Unknown","","FN","no results","0","","","","0","0","False","0","0.59","False"
"97134-L3000","real_hk_seeded","exists","Cabin Air Filter","HVAC","cabin,air,filter","TP","correct-but-poor: only 0 replacements (AM=0 OEMxRef=0 sup=False)","1","Filter, interior air","Hyundai / KIA","HVAC / Cabin Air Filter","0","0","False","0","3.13","False"
"54650-R0150","real_hk_seeded","exists","Shock Absorber - Front","Suspension","shock,absorber,front","TP","correct-but-poor: only 0 replacements (AM=0 OEMxRef=0 sup=False)","1","Shock Absorber","Hyundai / KIA","Suspension / Shock Absorber / Strut","0","0","False","0","3.25","False"
"52919-P2100","real_hk_coarse","exists","Wheels & Tires","Suspension","wheels,tires","FP","WRONG-PART: expected 'wheels,tires' but got 'WHEEL ASSY - TEMPORARY'","1","WHEEL ASSY - TEMPORARY","Hyundai / KIA","Suspension / Wheels & Tires","0","0","False","0","2.25","False"
"99241-J2100","real_hk_unseeded","exists","Unknown","Unknown","","FN","no results","0","","","","0","0","False","0","0.51","False"
"26310-3N300","real_hk_seeded","exists","Oil Pan","Engine","oil,pan","FP","WRONG-PART: expected 'oil,pan' but got 'FILTER ASSY - ENGINE OIL'","2","FILTER ASSY - ENGINE OIL","Hyundai / KIA","Engine / Oil Filter","0","0","False","0","2.21","False"
"92102-R0520","real_hk_seeded","exists","Headlight - Front Right","Electrical","headlight,front,right","FP","WRONG-PART: expected 'headlight,front,right' but got 'Headlight'","1","Headlight","Hyundai / KIA","Electrical / Headlight Assembly","0","0","False","0","3.19","False"
"83915-P2000","real_hk_coarse","exists","Sunroof","Body","sunroof","FP","WRONG-PART: expected 'sunroof' but got 'CURTAIN - REAR DR,LH'","1","CURTAIN - REAR DR,LH","Hyundai / KIA","Body / Sunroof","0","0","False","0","3.28","False"
"09375-GI230","real_hk_unseeded","exists","Unknown","Unknown","","FN","no results","0","","","","0","0","False","0","0.45","False"
"54650-P4050","real_hk_seeded","exists","Shock Absorber - Front","Suspension","shock,absorber,front","TP","correct-but-poor: only 0 replacements (AM=0 OEMxRef=0 sup=False)","1","Shock Absorber","Hyundai / KIA","Suspension / Shock Absorber / Strut","0","0","False","0","4.03","False"
"91620-Q5110","real_hk_coarse","exists","Wiring Harness","Electrical","wiring,harness","FN","no results","0","","","","0","0","False","0","3.16","False"
"80640-DW000","real_hk_unseeded","exists","Unknown","Unknown","","FN","no results","0","","","","0","0","False","0","0.54","False"
"51712-GI000","real_hk_seeded","exists","Brake Disc - Front","Brakes","brake,disc,front","TP","correct-but-poor: only 0 replacements (AM=0 OEMxRef=0 sup=False)","2","Brake Disc","Hyundai / KIA","Brakes / Brake Disc","0","0","False","0","3.07","False"
"91753-A7300","real_hk_coarse","exists","Wiring Harness","Electrical","wiring,harness","FN","no results","0","","","","0","0","False","0","3.2","False"
"12490-04101","real_hk_unseeded","exists","Unknown","Unknown","","FN","no results","0","","","","0","0","False","0","0.52","False"
"58302-Q4A00","real_hk_seeded","exists","Brake Pad Set - Rear","Brakes","brake,pad,set,rear","TP","correct-but-poor: only 2 replacements (AM=1 OEMxRef=1 sup=False)","3","Brake Pad Set, disc brake","HERTH+BUSS JAKOPARTS","","1","1","False","2","10.57","False"
"66400-R0040","real_hk_coarse","exists","Rear Body / Trunk","Body","rear,body,trunk","FP","WRONG-PART: expected 'rear,body,trunk' but got 'PANEL ASSY - HOOD'","2","PANEL ASSY - HOOD","Hyundai / KIA","Body / Rear Body / Trunk","0","0","False","0","2.32","False"
"22311-2M011","real_hk_coarse","exists","Engine Mounting","Engine","engine,mounting","FP","WRONG-PART: expected 'engine,mounting' but got 'GASKET - CYLINDER HEAD'","2","GASKET - CYLINDER HEAD","Hyundai / KIA","Engine / Engine Mounting","0","0","False","0","2.28","False"
"45665-4G600","real_hk_coarse","exists","Manual Transmission","Transmission","manual,transmission","FP","WRONG-PART: expected 'manual,transmission' but got 'DISK SET - 28 BRAKE'","1","DISK SET - 28 BRAKE","Hyundai / KIA","Transmission / Manual Transmission","1","0","False","1","2.31","False"
"80310-R5000","real_hk_unseeded","exists","Unknown","Unknown","","FN","no results","0","","","","0","0","False","0","1.06","False"
"87610-H9160","real_hk_seeded","exists","Exterior Mirror","Body","exterior,mirror","FP","WRONG-PART: expected 'exterior,mirror' but got 'Outside Mirror'","1","Outside Mirror","Hyundai / KIA","/ Outside Mirror","0","0","False","0","5.29","False"
"39210-3NFB0","real_hk_seeded","exists","Oxygen Sensor","Electrical","oxygen,sensor","FP","WRONG-PART: expected 'oxygen,sensor' but got 'Lambda Sensor'","2","Lambda Sensor","Hyundai / KIA","Electrical / Oxygen Sensor","0","0","False","0","2.95","False"
"35312-3N000","real_hk_coarse","exists","Drive Shaft / CV Joint","Drivetrain","drive,shaft,joint","FP","WRONG-PART: expected 'drive,shaft,joint' but got 'Radiator, engine cooling'","2","Radiator, engine cooling","Hyundai / KIA","Cooling / Radiator","0","0","False","0","2.22","False"
"91110-Q4180","real_hk_coarse","exists","Wiring Harness","Electrical","wiring,harness","FN","no results","0","","","","0","0","False","0","3.19","False"
"77990-P1000","real_hk_unseeded","exists","Unknown","Unknown","","FN","no results","0","","","","0","0","False","0","0.91","False"
"39210-08200","real_hk_seeded","exists","Oxygen Sensor","Electrical","oxygen,sensor","FP","WRONG-PART: expected 'oxygen,sensor' but got 'Lambda Sensor'","2","Lambda Sensor","Hyundai / KIA","Electrical / Oxygen Sensor","0","0","False","0","2.33","False"
"58302-ATA00","real_hk_seeded","exists","Brake Pad Set - Rear","Brakes","brake,pad,set,rear","TP","correct-but-poor: only 0 replacements (AM=0 OEMxRef=0 sup=False)","2","PAD KIT - REAR DISC BRAKE","Hyundai / KIA","Brakes / Rear Brake / Drum","0","0","False","0","3.53","False"
"92102-2T520","real_hk_seeded","exists","Headlight - Front Right","Electrical","headlight,front,right","FP","WRONG-PART: expected 'headlight,front,right' but got 'LAMP ASSY - HEAD,RH'","2","LAMP ASSY - HEAD,RH","Hyundai / KIA","Electrical / Headlight Assembly","0","0","False","0","3.32","False"
"91802-S9620","real_hk_coarse","exists","Wiring Harness","Electrical","wiring,harness","FN","no results","0","","","","0","0","False","0","3.22","False"
"84676-P1000","real_hk_coarse","exists","Interior Trim","Interior","interior,trim","FN","no results","0","","","","0","0","False","0","3.29","False"
"99240-J5500","real_hk_unseeded","exists","Unknown","Unknown","","FN","no results","0","","","","0","0","False","0","0.54","False"
"54650-CV000","real_hk_seeded","exists","Shock Absorber - Front","Suspension","shock,absorber,front","FP","WRONG-PART: expected 'shock,absorber,front' but got 'STRUT ASSY - FR,LH'","2","STRUT ASSY - FR,LH","Hyundai / KIA","Suspension / Shock Absorber (Front)","0","0","False","0","3.32","False"
"92402-Q5610","real_hk_seeded","exists","Tail Light - Rear Right","Electrical","tail,light,rear,right","TP","correct-but-poor: only 0 replacements (AM=0 OEMxRef=0 sup=False)","1","Combination Rearlight","Hyundai / KIA","/ Combination Rearlight","0","0","False","0","4.9","False"
"31348-N9010","real_hk_coarse","exists","Front Differential","Drivetrain","front,differential","FP","WRONG-PART: expected 'front,differential' but got 'HOSE ASSY - CANISTER'","2","HOSE ASSY - CANISTER","Hyundai / KIA","Drivetrain / Front Differential","0","0","False","0","2.28","False"
"91130-R0690","real_hk_coarse","exists","Wiring Harness","Electrical","wiring,harness","FN","no results","0","","","","0","0","False","0","4.1","False"
"80620-AT900","real_hk_unseeded","exists","Unknown","Unknown","","FN","no results","0","","","","0","0","False","0","0.46","False"
"54660-D9250","real_hk_seeded","exists","Shock Absorber - Front","Suspension","shock,absorber,front","TP","correct-but-poor: only 2 replacements (AM=1 OEMxRef=1 sup=False)","10","Shock Absorber","BILSTEIN","","1","1","False","2","10.47","False"
"97133-N9100","real_hk_seeded","exists","Cabin Air Filter","HVAC","cabin,air,filter","TP","correct-but-poor: only 1 replacements (AM=1 OEMxRef=0 sup=False)","2","FILTER ASSY - AIR","Hyundai / KIA","HVAC / Compressor A/C","1","0","False","1","2.99","False"
"97206-AT010","real_hk_coarse","exists","Condenser","HVAC","condenser","FP","WRONG-PART: expected 'condenser' but got 'SEPARATOR'","1","SEPARATOR","Hyundai / KIA","HVAC / Condenser","0","0","False","0","2.24","False"
"91890-CH710","real_hk_coarse","exists","Wiring Harness","Electrical","wiring,harness","FP","WRONG-PART: expected 'wiring,harness' but got 'Wire Harness (rear)'","1","Wire Harness (rear)","Hyundai / KIA","Electrical / Wiring Harness","0","0","False","0","4.09","False"
"99810-S9050","real_hk_unseeded","exists","Unknown","Unknown","","FN","no results","0","","","","0","0","False","0","0.55","False"
"87610-AT420","real_hk_seeded","exists","Exterior Mirror","Body","exterior,mirror","FP","WRONG-PART: expected 'exterior,mirror' but got 'Outside Mirror'","1","Outside Mirror","Hyundai / KIA","/ Outside Mirror","0","0","False","0","4.17","False"
"25620-3L260","real_hk_seeded","exists","Thermostat","Cooling","thermostat","TP","correct-but-poor: only 0 replacements (AM=0 OEMxRef=0 sup=False)","2","HOUSING ASSY - THERMOSTAT","Hyundai / KIA","Engine / Fuel System","0","0","False","0","3.01","False"
"55260-2P400","real_hk_coarse","exists","Rear Suspension","Suspension","rear,suspension","FP","WRONG-PART: expected 'rear,suspension' but got 'Bush, leaf spring'","2","Bush, leaf spring","Hyundai / KIA"," / Bush, leaf spring","0","0","False","0","2.28","False"
"81620-L2000","real_hk_coarse","exists","Weatherstrip & Seal","Body","weatherstrip,seal","FP","WRONG-PART: expected 'weatherstrip,seal' but got 'Indicator for Kia K5 (2020+)'","2","Indicator for Kia K5 (2020+)","Kia","/ Indicator","0","0","False","0","2.23","False"
"99155-L3100","real_hk_unseeded","exists","Unknown","Unknown","","FN","no results","0","","","","0","0","False","0","0.48","False"
"92101-H9000","real_hk_seeded","exists","Headlight - Front Left","Electrical","headlight,front,left","FP","WRONG-PART: expected 'headlight,front,left' but got 'Headlight'","1","Headlight","Hyundai / KIA","Electrical / Headlight Assembly","0","0","False","0","4.23","False"
"28310-2M900","real_hk_coarse","exists","Intake Manifold","Engine","intake,manifold","TP","correct-but-poor: only 0 replacements (AM=0 OEMxRef=0 sup=False)","2","MANIFOLD ASSY - INTAKE","Hyundai / KIA","Engine / Intake Manifold","0","0","False","0","3.1","False"
"37527-K4010","real_hk_coarse","exists","Ignition System","Electrical","ignition,system","FP","WRONG-PART: expected 'ignition,system' but got 'COVER - BATTERY MODULE'","1","COVER - BATTERY MODULE","Hyundai / KIA","Electrical / Ignition System","0","0","False","0","2.2","False"
"56390-P1030","real_hk_coarse","exists","Tie Rod","Suspension","tie,rod","FP","WRONG-PART: expected 'tie,rod' but got 'Steering Column Assembly (Rear Right) for Kia Sportage (2021+)'","1","Steering Column Assembly (Rear Right) for Kia Sportage (2021+)","Kia","Steering / Steering Column","0","0","False","0","5.13","False"
"09149-M6970","real_hk_unseeded","exists","Unknown","Unknown","","FN","no results","0","","","","0","0","False","0","0.91","False"
"54650-AT800","real_hk_seeded","exists","Shock Absorber - Front","Suspension","shock,absorber,front","TP","correct-but-poor: only 0 replacements (AM=0 OEMxRef=0 sup=False)","1","Shock Absorber","Hyundai / KIA","Suspension / Shock Absorber / Strut","0","0","False","0","5.2","False"
"39100-2M007","real_hk_coarse","exists","Sensors & Control","Electrical","sensors,control","FP","WRONG-PART: expected 'sensors,control' but got 'Joint Kit, drive shaft'","1","Joint Kit, drive shaft","Hyundai / KIA"," / Joint Kit, drive shaft","0","0","False","0","3.17","False"
"09501-C9130","real_hk_unseeded","exists","Unknown","Unknown","","FN","no results","0","","","","0","0","False","0","0.48","False"
"25310-H9050","real_hk_seeded","exists","Radiator","Cooling","radiator","TP","correct-but-poor: only 0 replacements (AM=0 OEMxRef=0 sup=False)","2","RADIATORASSY","Hyundai / KIA","Engine / Fuel Injector","0","0","False","0","3.25","False"
"84217-R0000","real_hk_coarse","exists","Interior Trim","Interior","interior,trim","FP","WRONG-PART: expected 'interior,trim' but got 'UNDER COVER ASSY,LH'","1","UNDER COVER ASSY,LH","Hyundai / KIA","Interior / Interior Trim","0","0","False","0","2.11","False"
"84633-R5000","real_hk_coarse","exists","Interior Trim","Interior","interior,trim","FN","no results","0","","","","0","0","False","0","3.19","False"
"12298-06161","real_hk_unseeded","exists","Unknown","Unknown","","FN","no results","0","","","","0","0","False","0","0.62","False"
"39210-3NFC0","real_hk_seeded","exists","Oxygen Sensor","Electrical","oxygen,sensor","FP","WRONG-PART: expected 'oxygen,sensor' but got 'Lambda Sensor'","2","Lambda Sensor","Hyundai / KIA","Electrical / Oxygen Sensor","0","0","False","0","3.32","False"
"95910-AT300","real_hk_coarse","exists","Sensors & Modules","Electrical","sensors,modules","FP","WRONG-PART: expected 'sensors,modules' but got 'Combination Rearlight'","1","Combination Rearlight","Hyundai / KIA","/ Combination Rearlight","0","0","False","0","3.2","False"
"79490-H8000","real_hk_unseeded","exists","Unknown","Unknown","","FN","no results","0","","","","0","0","False","0","0.61","False"
"55311-D3600","real_hk_seeded","exists","Shock Absorber - Rear","Suspension","shock,absorber,rear","TP","correct-but-poor: only 0 replacements (AM=0 OEMxRef=0 sup=False)","2","Shock Absorber (Passenger) for Hyundai Tucson (2015-2020)","Hyundai","Suspension / Shock Absorber / Strut","0","0","False","0","4.19","False"
"92202-Q5010","real_hk_coarse","exists","Fog Light","Electrical","fog,light","TP","correct-but-poor: only 0 replacements (AM=0 OEMxRef=0 sup=False)","1","Fog Light (Front Right)","Hyundai / KIA","/ Fog Light","0","0","False","0","3.22","False"
"99211-AT100","real_hk_unseeded","exists","Unknown","Unknown","","FN","no results","0","","","","0","0","False","0","0.5","False"
"54650-J5560","real_hk_seeded","exists","Shock Absorber - Front","Suspension","shock,absorber,front","TP","correct-but-poor: only 0 replacements (AM=0 OEMxRef=0 sup=False)","2","Shock Absorber","Hyundai / KIA","Suspension / Shock Absorber / Strut","0","0","False","0","3.48","False"
"56310-DW200","real_hk_coarse","exists","Tie Rod","Suspension","tie,rod","FP","WRONG-PART: expected 'tie,rod' but got 'Steering Column'","1","Steering Column","Hyundai / KIA","/ Steering Column","0","0","False","0","4.22","False"
"99230-P2000","real_hk_unseeded","exists","Unknown","Unknown","","FN","no results","0","","","","0","0","False","0","0.5","False"
"91802-AT490","real_hk_coarse","exists","Wiring Harness","Electrical","wiring,harness","FN","no results","0","","","","0","0","False","0","3.13","False"
"64583-AT000","real_hk_coarse","exists","Front Body / Hood","Body","front,body,hood","FP","WRONG-PART: expected 'front,body,hood' but got 'PNL ASSY - FNDR/APRON UPR OTR,RH'","1","PNL ASSY - FNDR/APRON UPR OTR,RH","Hyundai / KIA","Body / Front Body / Hood","0","0","False","0","2.23","False"
"99110-CH000","real_hk_unseeded","exists","Unknown","Unknown","","FN","no results","0","","","","0","0","False","0","0.55","False"
"23200-2S500","real_hk_coarse","exists","Cylinder Head & Valvetrain","Engine","cylinder,head,valvetrain","FP","WRONG-PART: expected 'cylinder,head,valvetrain' but got 'Flywheel (Rear) for Hyundai Tucson (2010-2015)'","2","Flywheel (Rear) for Hyundai Tucson (2010-2015)","Hyundai","/ Flywheel","0","0","False","0","2.18","False"
"86593-M7500","real_hk_coarse","exists","Mirrors","Body","mirrors","FN","no results","0","","","","0","0","False","0","3.19","False"
"99211-P1020","real_hk_unseeded","exists","Unknown","Unknown","","FN","no results","0","","","","0","0","False","0","0.53","False"
"58101-3XA00","real_hk_seeded","exists","Brake Pad Set - Front","Brakes","brake,pad,set,front","TP","correct-but-poor: only 0 replacements (AM=0 OEMxRef=0 sup=False)","20","Brake Pad Set, disc brake for Hyundai Elantra (2011-2015)","Hyundai","Brakes / Brake Pad Set","0","0","False","0","23.1","True"
"92102-CV020","real_hk_seeded","exists","Headlight - Front Right","Electrical","headlight,front,right","FP","WRONG-PART: expected 'headlight,front,right' but got 'HEAD LAMP ASSEMBLY RIGHT HAND'","1","HEAD LAMP ASSEMBLY RIGHT HAND","Hyundai / KIA","Electrical / Headlight Assembly","0","0","False","0","5.28","False"
"92101-P4100","real_hk_seeded","exists","Headlight - Front Left","Electrical","headlight,front,left","FP","WRONG-PART: expected 'headlight,front,left' but got 'HEAD LAMP ASSEMBLY LEFT HAND'","1","HEAD LAMP ASSEMBLY LEFT HAND","Hyundai / KIA","Electrical / Headlight Assembly","0","0","False","0","8.12","False"
"87610-Q5850","real_hk_seeded","exists","Exterior Mirror","Body","exterior,mirror","FP","WRONG-PART: expected 'exterior,mirror' but got 'Outside Mirror'","1","Outside Mirror","Hyundai / KIA","/ Outside Mirror","0","0","False","0","5.63","False"
"92102-M7700","real_hk_seeded","exists","Headlight - Front Right","Electrical","headlight,front,right","FP","WRONG-PART: expected 'headlight,front,right' but got 'Headlight (Driver)'","1","Headlight (Driver)","Hyundai / KIA","Electrical / Headlight Assembly","0","0","False","0","4.26","False"
"95190-AOZB0","real_hk_coarse","exists","Sensors & Modules","Electrical","sensors,modules","FP","WRONG-PART: expected 'sensors,modules' but got 'Headlight'","1","Headlight","Hyundai / KIA","Electrical / Headlight Assembly","0","0","False","0","3.19","False"
"99910-R0850","real_hk_unseeded","exists","Unknown","Unknown","","FN","no results","0","","","","0","0","False","0","0.75","False"
"88500-K0AH0","real_hk_coarse","exists","Instrument Panel / Dashboard","Interior","instrument,panel,dashboard","FP","WRONG-PART: expected 'instrument,panel,dashboard' but got 'Front Seat Belt Assembly'","2","Front Seat Belt Assembly","Hyundai / KIA","Interior / Seat Belt - Front","0","0","False","0","2.22","False"
"56390-N9030","real_hk_coarse","exists","Tie Rod","Suspension","tie,rod","FP","WRONG-PART: expected 'tie,rod' but got 'Steering Column Assembly (Rear Right) for Hyundai Tucson (2020+)'","1","Steering Column Assembly (Rear Right) for Hyundai Tucson (2020+)","Hyundai","Steering / Steering Column","0","0","False","0","4.19","False"
"20910-3CS01","real_hk_unseeded","exists","Unknown","Unknown","","FN","no results","0","","","","0","0","False","0","0.53","False"
"97285-P1000","real_hk_coarse","exists","Condenser","HVAC","condenser","FN","no results","0","","","","0","0","False","0","4.11","False"
"28650-CH550","real_hk_coarse","exists","Exhaust System","Exhaust","exhaust,system","FP","WRONG-PART: expected 'exhaust,system' but got 'Middle Silencer'","1","Middle Silencer","Hyundai / KIA","/ Middle Silencer","0","0","False","0","3.26","False"
"99211-P2000","real_hk_unseeded","exists","Unknown","Unknown","","FN","no results","0","","","","0","0","False","0","0.63","False"
"92158-CV000","real_hk_coarse","exists","Headlight Assembly","Electrical","headlight,assembly","FP","WRONG-PART: expected 'headlight,assembly' but got 'BRACKET - H/LAMP MTG SUPT,RH'","1","BRACKET - H/LAMP MTG SUPT,RH","Hyundai / KIA","Electrical / Headlight Assembly","0","0","False","0","2.23","False"
"59760-H9000","real_hk_coarse","exists","ABS / ESC","Brakes","abs,esc","FP","WRONG-PART: expected 'abs,esc' but got 'Cable, parking brake'","2","Cable, parking brake","Hyundai / KIA"," / Cable, parking brake","0","0","False","0","2.28","False"
"43800-2N000","real_hk_coarse","exists","Automatic Transmission","Transmission","automatic,transmission","FP","WRONG-PART: expected 'automatic,transmission' but got 'CYLINDER ASSY - GEAR SHIFT'","2","CYLINDER ASSY - GEAR SHIFT","Hyundai / KIA","Transmission / Automatic Transmission","0","0","False","0","2.24","False"
"20920-2EH12","real_hk_unseeded","exists","Unknown","Unknown","","FN","no results","0","","","","0","0","False","0","0.49","False"
"35341-3L050","real_hk_coarse","exists","Drive Shaft / CV Joint","Drivetrain","drive,shaft,joint","FP","WRONG-PART: expected 'drive,shaft,joint' but got 'HARNESS - INJECTOR,LH'","1","HARNESS - INJECTOR,LH","Hyundai / KIA","Drivetrain / Drive Shaft / CV Joint","0","0","False","0","3.1","False"
"28521-2T000","real_hk_coarse","exists","Coolant Hose","Cooling","coolant,hose","FP","WRONG-PART: expected 'coolant,hose' but got 'Gasket, exhaust manifold for Kia Optima (2010-2015)'","2","Gasket, exhaust manifold for Kia Optima (2010-2015)","Kia"," / Gasket, exhaust manifold","0","0","False","0","2.2","False"
"99211-Q4100","real_hk_unseeded","exists","Unknown","Unknown","","FN","no results","0","","","","0","0","False","0","0.54","False"
"86529-M7800","real_hk_coarse","exists","Mirrors","Body","mirrors","FN","no results","0","","","","0","0","False","0","3.18","False"
"54630-GI290","real_hk_coarse","exists","Shock Absorber (Front)","Suspension","shock,absorber,(front)","FP","WRONG-PART: expected 'shock,absorber,(front)' but got 'Coil Spring'","2","Coil Spring","Hyundai / KIA","/ Coil Spring","0","0","False","0","2.21","False"
"99240-Q5700","real_hk_unseeded","exists","Unknown","Unknown","","FN","no results","0","","","","0","0","False","0","0.52","False"
"82530-R0200","real_hk_coarse","exists","Glass / Windshield","Body","glass,windshield","FP","WRONG-PART: expected 'glass,windshield' but got 'RUN ASSY - FRONT DOOR WINDOW GLASS, LH'","1","RUN ASSY - FRONT DOOR WINDOW GLASS, LH","Hyundai / KIA","Body / Glass / Windshield","0","0","False","0","2.27","False"
"69510-H9000","real_hk_coarse","exists","Quarter Panel","Body","quarter,panel","FP","WRONG-PART: expected 'quarter,panel' but got 'DOORASSY - FUELFILLE'","1","DOORASSY - FUELFILLE","Hyundai / KIA","Body / Quarter Panel","0","0","False","0","3.22","False"
"99250-R0150","real_hk_unseeded","exists","Unknown","Unknown","","FN","no results","0","","","","0","0","False","0","0.53","False"
"86637-Q5700","real_hk_coarse","exists","Mirrors","Body","mirrors","FP","WRONG-PART: expected 'mirrors' but got 'BRACKET - RR BEAM LWR MTG'","1","BRACKET - RR BEAM LWR MTG","Hyundai / KIA","Body / Mirrors","0","0","False","0","2.18","False"
"91931-A9010","real_hk_coarse","exists","Wiring Harness","Electrical","wiring,harness","FP","WRONG-PART: expected 'wiring,harness' but got 'DIAGNOSIS MTG BRKT'","2","DIAGNOSIS MTG BRKT","Hyundai / KIA","Electrical / Wiring Harness","0","0","False","0","2.23","False"
"12451-05163","real_hk_unseeded","exists","Unknown","Unknown","","FN","no results","0","","","","0","0","False","0","0.52","False"
"37528-P4500","real_hk_coarse","exists","Ignition System","Electrical","ignition,system","FP","WRONG-PART: expected 'ignition,system' but got 'GASKET ASSY - WATERPROOF'","1","GASKET ASSY - WATERPROOF","Hyundai / KIA","Electrical / Ignition System","0","0","False","0","2.22","False"
"36546-1XAB0","real_hk_coarse","exists","Starter & Charging","Electrical","starter,charging","FP","WRONG-PART: expected 'starter,charging' but got 'COVER - MOTOR SOUND ABSORPTION,LWR'","1","COVER - MOTOR SOUND ABSORPTION,LWR","Hyundai / KIA","Electrical / Starter & Charging","0","0","False","0","2.19","False"
"77003-AT000","real_hk_unseeded","exists","Unknown","Unknown","","FN","no results","0","","","","0","0","False","0","0.51","False"
"89450-S9530","real_hk_coarse","exists","Air Bag System","Safety","air,bag,system","FP","WRONG-PART: expected 'air,bag,system' but got 'Piston Ring Kit'","1","Piston Ring Kit","Hyundai / KIA","/ Piston Ring Kit","0","0","False","0","3.34","False"
"80610-R5000","real_hk_unseeded","exists","Unknown","Unknown","","FN","no results","0","","","","0","0","False","0","0.49","False"
"31150-P4500","real_hk_coarse","exists","Front Differential","Drivetrain","front,differential","FP","WRONG-PART: expected 'front,differential' but got 'Fuel Tank (Rear)'","1","Fuel Tank (Rear)","Hyundai / KIA","/ Fuel Tank","0","0","False","0","4.3","False"
"80610-P1500","real_hk_unseeded","exists","Unknown","Unknown","","FN","no results","0","","","","0","0","False","0","0.44","False"
"28113-2S000","real_hk_seeded","exists","Air Filter","Engine","air,filter","TP","correct-but-poor: only 0 replacements (AM=0 OEMxRef=0 sup=False)","20","Air Filter for Hyundai Tucson (2010-2015)","Hyundai","Engine / Air Filter","0","0","False","0","11.16","False"
"82460-R0000","real_hk_seeded","exists","Power Window Motor - Front","Body","power,window,motor,front","TP","correct-but-poor: only 0 replacements (AM=0 OEMxRef=0 sup=False)","1","Electric Motor, window regulator","Hyundai / KIA"," / Electric Motor, window regulator","0","0","False","0","12.78","False"
"92401-Q5110","real_hk_seeded","exists","Tail Light - Rear Left","Electrical","tail,light,rear,left","FP","WRONG-PART: expected 'tail,light,rear,left' but got 'REAR COMBINATION LAMP ASSEMBLY'","1","REAR COMBINATION LAMP ASSEMBLY","Hyundai / KIA","Electrical / Tail Light Assembly","0","0","False","0","5.46","False"
"92102-K0620","real_hk_seeded","exists","Headlight - Front Right","Electrical","headlight,front,right","FP","WRONG-PART: expected 'headlight,front,right' but got 'Headlight'","1","Headlight","Hyundai / KIA","Electrical / Headlight Assembly","0","0","False","0","5.42","False"
"92101-G5600","real_hk_seeded","exists","Headlight - Front Left","Electrical","headlight,front,left","FP","WRONG-PART: expected 'headlight,front,left' but got 'Headlight (Passenger)'","1","Headlight (Passenger)","Hyundai / KIA","Electrical / Headlight Assembly","0","0","False","0","4.19","False"
"45910-4G100","real_hk_coarse","exists","Manual Transmission","Transmission","manual,transmission","FP","WRONG-PART: expected 'manual,transmission' but got 'SPRAG - PARKING'","1","SPRAG - PARKING","Hyundai / KIA","Transmission / Manual Transmission","0","0","False","0","3.19","False"
"11547-10251","real_hk_unseeded","exists","Unknown","Unknown","","FN","no results","0","","","","0","0","False","0","0.47","False"
"81320-M7120","real_hk_coarse","exists","Weatherstrip & Seal","Body","weatherstrip,seal","FP","WRONG-PART: expected 'weatherstrip,seal' but got 'Door Lock'","1","Door Lock","Hyundai / KIA","/ Door Lock","0","0","False","0","3.25","False"
"42951-2B010","real_hk_unseeded","exists","Unknown","Unknown","","FN","no results","0","","","","0","0","False","0","0.49","False"
"91856-G5510","real_hk_coarse","exists","Wiring Harness","Electrical","wiring,harness","FP","WRONG-PART: expected 'wiring,harness' but got 'CABLE - L.D.C POS'","1","CABLE - L.D.C POS","Hyundai / KIA","Electrical / Wiring Harness","0","0","False","0","2.24","False"
"09147-S1000","real_hk_unseeded","exists","Unknown","Unknown","","FN","no results","0","","","","0","0","False","0","0.64","False"
"91686-P4820","real_hk_coarse","exists","Wiring Harness","Electrical","wiring,harness","FN","no results","0","","","","0","0","False","0","3.17","False"
"87110-P2101","real_hk_coarse","exists","Mouldings & Trim","Body","mouldings,trim","FP","WRONG-PART: expected 'mouldings,trim' but got 'Rear Windscreen'","2","Rear Windscreen","Hyundai / KIA","/ Rear Windscreen","0","0","False","0","2.18","False"
